lr,rv,,,,,,,,,,,,,,,,,,,,,
0.392034656,0.072678012,,,,,,,,,,,,,,,,,,,,,
-0.133622629,0.05750262,,,,,,,,,,,,,,,,,,,,,
-0.490038094,0.375451815,,,,,,,,,,,,,,,,,,,,,
-0.631936533,0.085349101,,,,,,,,,,,,,,,,,,,,,
0.03634302,0.00177832,,,,,,,,,,,,,,,,,,,,,
-0.03561603,0.040662844,,,,,,,,,,,,,,,,,,,,,
-0.34664604,0.125017858,,,,,,,,,,,,,,,,,,,,,
0.0714666,0.072893476,,,,,,,,,,,,,,,,,,,,,
-0.005103064,0.135494059,,,,,,,,,,,,,,,,,,,,,
-0.180232161,0.07491716,,,,,,,,,,,,,,,,,,,,,
0.078116163,0.003040524,,,,,,,,,,,,,,,,,,,,,
0.069304369,0.044910649,,,,,,,,,,,,,,,,,,,,,
-0.066385322,0.049272542,,,,,,,,,,,,,,,,,,,,,
-0.157750626,0.097458057,,,,,,,,,,,,,,,,,,,,,
-0.207792283,0.072298929,,,,,,,,,,,,,,,,,,,,,
-0.189877883,0.042870106,,,,,,,,,,,,,,,,,,,,,
0.000733813,0.005080321,,,,,,,,,,,,,,,,,,,,,
0.178157111,0.031675735,,,,,,,,,,,,,,,,,,,,,
-0.133404698,0.050543831,,,,,,,,,,,,,,,,,,,,,
-0.306330702,0.070839976,,,,,,,,,,,,,,,,,,,,,
0.078692387,0.056938075,,,,,,,,,,,,,,,,,,,,,
0.223970838,0.062098039,,,,,,,,,,,,,,,,,,,,,
-0.0322796,0.004099335,,,,,,,,,,,,,,,,,,,,,
-0.236545664,0.064340631,,,,,,,,,,,,,,,,,,,,,
0.178562947,0.082695049,,,,,,,,,,,,,,,,,,,,,
-0.134443677,0.0644604,,,,,,,,,,,,,,,,,,,,,
0.424021646,0.468669394,,,,,,,,,,,,,,,,,,,,,
-0.135520732,0.151054808,,,,,,,,,,,,,,,,,,,,,
0.043240075,0.002075764,,,,,,,,,,,,,,,,,,,,,
-0.406755333,0.055707593,,,,,,,,,,,,,,,,,,,,,
-0.391427439,0.076337457,,,,,,,,,,,,,,,,,,,,,
-0.025854205,0.063276415,,,,,,,,,,,,,,,,,,,,,
0.109280752,0.094615671,,,,,,,,,,,,,,,,,,,,,
-0.111497137,0.065284776,,,,,,,,,,,,,,,,,,,,,
0.003693949,0.002737157,,,,,,,,,,,,,,,,,,,,,
0.293601474,0.089334709,,,,,,,,,,,,,,,,,,,,,
-0.19908281,0.062829047,,,,,,,,,,,,,,,,,,,,,
0.300683396,0.094230557,,,,,,,,,,,,,,,,,,,,,
0.151472845,0.074896639,,,,,,,,,,,,,,,,,,,,,
-0.080119669,0.054650762,,,,,,,,,,,,,,,,,,,,,
-0.060315851,0.002991069,,,,,,,,,,,,,,,,,,,,,
0.066198377,0.055546716,,,,,,,,,,,,,,,,,,,,,
0.042637968,0.056141117,,,,,,,,,,,,,,,,,,,,,
0.161565161,0.064581839,,,,,,,,,,,,,,,,,,,,,
-0.120414711,0.102457207,,,,,,,,,,,,,,,,,,,,,
0.266333235,0.038171056,,,,,,,,,,,,,,,,,,,,,
-0.031512105,0.001988819,,,,,,,,,,,,,,,,,,,,,
0.351201028,0.063005046,,,,,,,,,,,,,,,,,,,,,
-0.081836653,0.03972272,,,,,,,,,,,,,,,,,,,,,
-0.19829299,0.040628903,,,,,,,,,,,,,,,,,,,,,
-0.324995976,0.089025948,,,,,,,,,,,,,,,,,,,,,
-0.105869908,0.017289195,,,,,,,,,,,,,,,,,,,,,
-0.047089294,0.002107351,,,,,,,,,,,,,,,,,,,,,
0.130912212,0.031029196,,,,,,,,,,,,,,,,,,,,,
0.08008082,0.027446253,,,,,,,,,,,,,,,,,,,,,
0.194424839,0.051626911,,,,,,,,,,,,,,,,,,,,,
-0.286266041,0.052761444,,,,,,,,,,,,,,,,,,,,,
-0.005145602,0.03607041,,,,,,,,,,,,,,,,,,,,,
-0.009556821,0.00311367,,,,,,,,,,,,,,,,,,,,,
0.143256501,0.038891779,,,,,,,,,,,,,,,,,,,,,
-0.375842133,0.091173192,,,,,,,,,,,,,,,,,,,,,
-0.313668441,0.04459286,,,,,,,,,,,,,,,,,,,,,
-0.070248869,0.041928059,,,,,,,,,,,,,,,,,,,,,
0.030323986,0.077555893,,,,,,,,,,,,,,,,,,,,,
0.056186007,0.002694328,,,,,,,,,,,,,,,,,,,,,
-0.060623089,0.034623779,,,,,,,,,,,,,,,,,,,,,
-0.410541245,0.076850434,,,,,,,,,,,,,,,,,,,,,
-0.042335588,0.040331457,,,,,,,,,,,,,,,,,,,,,
0.031196381,0.060518787,,,,,,,,,,,,,,,,,,,,,
-0.272926543,0.047822033,,,,,,,,,,,,,,,,,,,,,
0.001489359,0.001736257,,,,,,,,,,,,,,,,,,,,,
0.064021442,0.018290079,,,,,,,,,,,,,,,,,,,,,
-0.204863912,0.027389471,,,,,,,,,,,,,,,,,,,,,
-0.1141608,0.111159187,,,,,,,,,,,,,,,,,,,,,
-0.041816947,0.05433245,,,,,,,,,,,,,,,,,,,,,
0.260324546,0.108861955,,,,,,,,,,,,,,,,,,,,,
0.031282819,0.004725412,,,,,,,,,,,,,,,,,,,,,
-0.047672964,0.022728557,,,,,,,,,,,,,,,,,,,,,
-0.37472518,0.043541761,,,,,,,,,,,,,,,,,,,,,
0.061306121,0.079473372,,,,,,,,,,,,,,,,,,,,,
-0.167559358,0.091031094,,,,,,,,,,,,,,,,,,,,,
0.383326891,0.087733662,,,,,,,,,,,,,,,,,,,,,
-0.031328321,0.001526859,,,,,,,,,,,,,,,,,,,,,
-0.165008531,0.032367726,,,,,,,,,,,,,,,,,,,,,
-0.130108068,0.043986147,,,,,,,,,,,,,,,,,,,,,
0.006733881,0.120009557,,,,,,,,,,,,,,,,,,,,,
-0.032925506,0.086204068,,,,,,,,,,,,,,,,,,,,,
0.271311767,0.09907027,,,,,,,,,,,,,,,,,,,,,
-0.060476873,0.004919983,,,,,,,,,,,,,,,,,,,,,
-0.22056496,0.035373804,,,,,,,,,,,,,,,,,,,,,
-0.297598073,0.09144223,,,,,,,,,,,,,,,,,,,,,
-0.461262025,0.075918057,,,,,,,,,,,,,,,,,,,,,
0.146961873,0.064825823,,,,,,,,,,,,,,,,,,,,,
-0.296406014,0.103080504,,,,,,,,,,,,,,,,,,,,,
-0.318501724,0.088116544,,,,,,,,,,,,,,,,,,,,,
-0.084144779,0.053912655,,,,,,,,,,,,,,,,,,,,,
-0.123692424,0.082905392,,,,,,,,,,,,,,,,,,,,,
0.168426842,0.093140197,,,,,,,,,,,,,,,,,,,,,
-0.059144679,0.109405708,,,,,,,,,,,,,,,,,,,,,
-0.402809568,0.086135756,,,,,,,,,,,,,,,,,,,,,
-0.03427566,0.003852053,,,,,,,,,,,,,,,,,,,,,
0.03427566,0.027600485,,,,,,,,,,,,,,,,,,,,,
0,0.049213447,,,,,,,,,,,,,,,,,,,,,
0.128619339,0.116488432,,,,,,,,,,,,,,,,,,,,,
-1.673493104,0.849113647,,,,,,,,,,,,,,,,,,,,,
0.159967268,0.149788895,,,,,,,,,,,,,,,,,,,,,
0.010037719,0.008385284,,,,,,,,,,,,,,,,,,,,,
-0.468986658,0.111289494,,,,,,,,,,,,,,,,,,,,,
0.38556578,0.20090583,,,,,,,,,,,,,,,,,,,,,
-0.187951807,0.201729754,,,,,,,,,,,,,,,,,,,,,
0.044119184,0.145438565,,,,,,,,,,,,,,,,,,,,,
0.302890048,0.128040854,,,,,,,,,,,,,,,,,,,,,
-0.016203016,0.005299753,,,,,,,,,,,,,,,,,,,,,
-0.162947611,0.105797619,,,,,,,,,,,,,,,,,,,,,
0.150600693,0.146551209,,,,,,,,,,,,,,,,,,,,,
-0.845521899,0.444585898,,,,,,,,,,,,,,,,,,,,,
0.554155634,0.199289851,,,,,,,,,,,,,,,,,,,,,
-0.716949176,0.172972092,,,,,,,,,,,,,,,,,,,,,
0.092723546,0.007195416,,,,,,,,,,,,,,,,,,,,,
0.08018716,0.114856772,,,,,,,,,,,,,,,,,,,,,
-0.010117165,0.11682664,,,,,,,,,,,,,,,,,,,,,
-0.562722212,0.124990429,,,,,,,,,,,,,,,,,,,,,
-0.169984805,0.217173183,,,,,,,,,,,,,,,,,,,,,
-0.582642719,0.101249952,,,,,,,,,,,,,,,,,,,,,
-0.044170657,0.009049246,,,,,,,,,,,,,,,,,,,,,
0.115906389,0.126051217,,,,,,,,,,,,,,,,,,,,,
-0.490562997,0.247691161,,,,,,,,,,,,,,,,,,,,,
-0.049901979,0.226761139,,,,,,,,,,,,,,,,,,,,,
0.367739059,0.385947167,,,,,,,,,,,,,,,,,,,,,
-1.2223023,0.298408298,,,,,,,,,,,,,,,,,,,,,
-0.014384695,0.002260016,,,,,,,,,,,,,,,,,,,,,
1.039936863,0.220189671,,,,,,,,,,,,,,,,,,,,,
0.169907461,0.291966447,,,,,,,,,,,,,,,,,,,,,
0.597514895,0.531376636,,,,,,,,,,,,,,,,,,,,,
-0.412919847,0.396097852,,,,,,,,,,,,,,,,,,,,,
-0.484300707,0.207573206,,,,,,,,,,,,,,,,,,,,,
0.101320339,0.015790802,,,,,,,,,,,,,,,,,,,,,
0.647445413,0.2935928,,,,,,,,,,,,,,,,,,,,,
-0.634787586,0.20864696,,,,,,,,,,,,,,,,,,,,,
1.406073107,0.877827734,,,,,,,,,,,,,,,,,,,,,
-0.124880989,0.724439188,,,,,,,,,,,,,,,,,,,,,
-0.35441748,0.318609101,,,,,,,,,,,,,,,,,,,,,
-0.090958283,0.015022667,,,,,,,,,,,,,,,,,,,,,
0.366464269,0.190734005,,,,,,,,,,,,,,,,,,,,,
-0.631184052,0.292818093,,,,,,,,,,,,,,,,,,,,,
-0.568723407,0.266257881,,,,,,,,,,,,,,,,,,,,,
0.06089195,0.253231921,,,,,,,,,,,,,,,,,,,,,
0.154830586,0.129279771,,,,,,,,,,,,,,,,,,,,,
0.055238593,0.010861549,,,,,,,,,,,,,,,,,,,,,
0.208054295,0.125618754,,,,,,,,,,,,,,,,,,,,,
0.272808563,0.191471912,,,,,,,,,,,,,,,,,,,,,
-0.830168159,0.310995214,,,,,,,,,,,,,,,,,,,,,
-0.179076615,0.215471324,,,,,,,,,,,,,,,,,,,,,
-0.692374737,0.469629821,,,,,,,,,,,,,,,,,,,,,
-0.161446338,0.021345381,,,,,,,,,,,,,,,,,,,,,
-0.077618943,0.27408051,,,,,,,,,,,,,,,,,,,,,
0.475170298,0.156825103,,,,,,,,,,,,,,,,,,,,,
-0.592112513,0.22416036,,,,,,,,,,,,,,,,,,,,,
-0.782052277,0.60439111,,,,,,,,,,,,,,,,,,,,,
0.579081453,0.374720807,,,,,,,,,,,,,,,,,,,,,
0.062619923,0.03139962,,,,,,,,,,,,,,,,,,,,,
-0.274050939,0.177455292,,,,,,,,,,,,,,,,,,,,,
0.399173271,0.191096935,,,,,,,,,,,,,,,,,,,,,
-0.367792138,0.304804974,,,,,,,,,,,,,,,,,,,,,
0.350957864,0.160268543,,,,,,,,,,,,,,,,,,,,,
0.399250037,0.416771826,,,,,,,,,,,,,,,,,,,,,
-0.018367306,0.006619422,,,,,,,,,,,,,,,,,,,,,
-0.569459833,0.246312241,,,,,,,,,,,,,,,,,,,,,
0.65807092,0.16179815,,,,,,,,,,,,,,,,,,,,,
0.066207471,0.213476339,,,,,,,,,,,,,,,,,,,,,
0.020730677,0.363897481,,,,,,,,,,,,,,,,,,,,,
-1.251510507,0.299589108,,,,,,,,,,,,,,,,,,,,,
-0.126016835,0.047543773,,,,,,,,,,,,,,,,,,,,,
0.502313062,0.187071288,,,,,,,,,,,,,,,,,,,,,
0.366872725,0.184177722,,,,,,,,,,,,,,,,,,,,,
0.197728984,0.248494319,,,,,,,,,,,,,,,,,,,,,
-0.358120373,0.135642396,,,,,,,,,,,,,,,,,,,,,
-0.078685791,0.181188314,,,,,,,,,,,,,,,,,,,,,
-0.105278818,0.007040288,,,,,,,,,,,,,,,,,,,,,
0.267400236,0.236530195,,,,,,,,,,,,,,,,,,,,,
-0.662176814,0.13174458,,,,,,,,,,,,,,,,,,,,,
-0.595914579,0.192713269,,,,,,,,,,,,,,,,,,,,,
0.580575484,0.742122578,,,,,,,,,,,,,,,,,,,,,
-0.84892287,0.465277051,,,,,,,,,,,,,,,,,,,,,
0.104171763,0.008428154,,,,,,,,,,,,,,,,,,,,,
0.169860049,0.178469315,,,,,,,,,,,,,,,,,,,,,
0.593459137,0.339702126,,,,,,,,,,,,,,,,,,,,,
0.74311516,0.268461059,,,,,,,,,,,,,,,,,,,,,
-0.701954759,0.424892986,,,,,,,,,,,,,,,,,,,,,
0.53595699,0.277443081,,,,,,,,,,,,,,,,,,,,,
0.032900676,0.02392142,,,,,,,,,,,,,,,,,,,,,
-0.189527843,0.261338866,,,,,,,,,,,,,,,,,,,,,
0.564312061,0.444523342,,,,,,,,,,,,,,,,,,,,,
-1.39896194,0.627962416,,,,,,,,,,,,,,,,,,,,,
-0.393907539,0.351713009,,,,,,,,,,,,,,,,,,,,,
-0.504186295,0.202358981,,,,,,,,,,,,,,,,,,,,,
-0.016359249,0.002760278,,,,,,,,,,,,,,,,,,,,,
-0.012271193,0.134147023,,,,,,,,,,,,,,,,,,,,,
-0.391832686,0.128795339,,,,,,,,,,,,,,,,,,,,,
0.130508138,0.089025193,,,,,,,,,,,,,,,,,,,,,
0.137710584,0.046441996,,,,,,,,,,,,,,,,,,,,,
-0.260005642,0.056519976,,,,,,,,,,,,,,,,,,,,,
-0.065723536,0.004048455,,,,,,,,,,,,,,,,,,,,,
-0.122525353,0.179380259,,,,,,,,,,,,,,,,,,,,,
0.065804087,0.173769433,,,,,,,,,,,,,,,,,,,,,
-0.52516929,0.112928703,,,,,,,,,,,,,,,,,,,,,
-0.088486433,0.020542908,,,,,,,,,,,,,,,,,,,,,
-0.707391507,0.209757074,,,,,,,,,,,,,,,,,,,,,
-0.457647592,0.489875387,,,,,,,,,,,,,,,,,,,,,
-0.079550169,0.352800059,,,,,,,,,,,,,,,,,,,,,
-0.547679616,0.396907711,,,,,,,,,,,,,,,,,,,,,
-0.32481394,0.30729879,,,,,,,,,,,,,,,,,,,,,
-0.35300578,0.258764517,,,,,,,,,,,,,,,,,,,,,
0.41129684,0.317518519,,,,,,,,,,,,,,,,,,,,,
0.245463066,0.024691219,,,,,,,,,,,,,,,,,,,,,
-0.319811255,0.234728188,,,,,,,,,,,,,,,,,,,,,
-0.464234509,0.291131856,,,,,,,,,,,,,,,,,,,,,
0.05942023,0.487907703,,,,,,,,,,,,,,,,,,,,,
-1.263893853,2.317292902,,,,,,,,,,,,,,,,,,,,,
-0.632798918,0.625653013,,,,,,,,,,,,,,,,,,,,,
-0.012108736,0.026459005,,,,,,,,,,,,,,,,,,,,,
0.289343307,0.325124172,,,,,,,,,,,,,,,,,,,,,
-0.426100791,0.28757152,,,,,,,,,,,,,,,,,,,,,
0.598444798,0.949268198,,,,,,,,,,,,,,,,,,,,,
-2.334458447,1.496273026,,,,,,,,,,,,,,,,,,,,,
-1.283461897,1.844180484,,,,,,,,,,,,,,,,,,,,,
-0.53975077,0.28347483,,,,,,,,,,,,,,,,,,,,,
0.963774637,0.722102093,,,,,,,,,,,,,,,,,,,,,
1.045222493,0.876019812,,,,,,,,,,,,,,,,,,,,,
-0.748762924,0.555989248,,,,,,,,,,,,,,,,,,,,,
0.448342021,0.421858768,,,,,,,,,,,,,,,,,,,,,
-0.43061781,0.524352711,,,,,,,,,,,,,,,,,,,,,
0.194759268,0.073519132,,,,,,,,,,,,,,,,,,,,,
0.279965033,0.358334868,,,,,,,,,,,,,,,,,,,,,
1.033560124,0.520854643,,,,,,,,,,,,,,,,,,,,,
-1.229541683,0.496165431,,,,,,,,,,,,,,,,,,,,,
1.351668448,0.64790994,,,,,,,,,,,,,,,,,,,,,
-1.384369416,0.866934088,,,,,,,,,,,,,,,,,,,,,
0.00618749,0.03571578,,,,,,,,,,,,,,,,,,,,,
0.094532579,0.29782544,,,,,,,,,,,,,,,,,,,,,
-0.050347354,0.438421211,,,,,,,,,,,,,,,,,,,,,
-0.068053367,0.35357527,,,,,,,,,,,,,,,,,,,,,
0.817984265,0.471040017,,,,,,,,,,,,,,,,,,,,,
-0.14040386,0.256627491,,,,,,,,,,,,,,,,,,,,,
0.086020756,0.019379317,,,,,,,,,,,,,,,,,,,,,
-0.574580216,0.261207427,,,,,,,,,,,,,,,,,,,,,
0.630717121,0.329030855,,,,,,,,,,,,,,,,,,,,,
-0.038590737,0.474956007,,,,,,,,,,,,,,,,,,,,,
-0.296944677,0.297309983,,,,,,,,,,,,,,,,,,,,,
0.101130471,0.644105276,,,,,,,,,,,,,,,,,,,,,
0.026365051,0.022160528,,,,,,,,,,,,,,,,,,,,,
-0.410323815,0.290185607,,,,,,,,,,,,,,,,,,,,,
0.050280292,0.281438273,,,,,,,,,,,,,,,,,,,,,
0.21582964,0.191588578,,,,,,,,,,,,,,,,,,,,,
-1.428697018,0.284687186,,,,,,,,,,,,,,,,,,,,,
-0.08305092,0.350358414,,,,,,,,,,,,,,,,,,,,,
-0.291670601,0.029998334,,,,,,,,,,,,,,,,,,,,,
0.142362798,0.140525071,,,,,,,,,,,,,,,,,,,,,
0.054563427,0.182287671,,,,,,,,,,,,,,,,,,,,,
-0.931651671,0.305471384,,,,,,,,,,,,,,,,,,,,,
-0.428754286,0.442616413,,,,,,,,,,,,,,,,,,,,,
-1.715195004,1.057859134,,,,,,,,,,,,,,,,,,,,,
0.005532861,0.039561189,,,,,,,,,,,,,,,,,,,,,
-0.090408412,0.253072638,,,,,,,,,,,,,,,,,,,,,
-1.190280238,0.740663709,,,,,,,,,,,,,,,,,,,,,
-1.495254707,0.843952602,,,,,,,,,,,,,,,,,,,,,
0.743364416,1.351445181,,,,,,,,,,,,,,,,,,,,,
-1.250921822,0.768690136,,,,,,,,,,,,,,,,,,,,,
-0.10105826,0.08785519,,,,,,,,,,,,,,,,,,,,,
0.835894948,0.521294343,,,,,,,,,,,,,,,,,,,,,
0.220157223,0.399569726,,,,,,,,,,,,,,,,,,,,,
2.364462986,4.763156835,,,,,,,,,,,,,,,,,,,,,
-1.670322745,1.567251268,,,,,,,,,,,,,,,,,,,,,
1.370292517,0.906872787,,,,,,,,,,,,,,,,,,,,,
0.084099242,0.130098334,,,,,,,,,,,,,,,,,,,,,
1.093298654,1.080029006,,,,,,,,,,,,,,,,,,,,,
-0.362495019,1.126111622,,,,,,,,,,,,,,,,,,,,,
0.536866163,0.494183059,,,,,,,,,,,,,,,,,,,,,
-0.71768891,0.622000659,,,,,,,,,,,,,,,,,,,,,
0.023883668,0.710682507,,,,,,,,,,,,,,,,,,,,,
-0.042259603,0.020354829,,,,,,,,,,,,,,,,,,,,,
-0.493737186,0.519112374,,,,,,,,,,,,,,,,,,,,,
-0.828041135,0.488637442,,,,,,,,,,,,,,,,,,,,,
0.275228678,0.563829266,,,,,,,,,,,,,,,,,,,,,
0.926103702,0.578514948,,,,,,,,,,,,,,,,,,,,,
0.930367042,1.578897144,,,,,,,,,,,,,,,,,,,,,
0.212147089,0.08097738,,,,,,,,,,,,,,,,,,,,,
-0.549960572,0.398499804,,,,,,,,,,,,,,,,,,,,,
-1.032353823,0.518512353,,,,,,,,,,,,,,,,,,,,,
-0.346190862,0.614518722,,,,,,,,,,,,,,,,,,,,,
-1.101120159,0.427861856,,,,,,,,,,,,,,,,,,,,,
-0.604646226,0.487647258,,,,,,,,,,,,,,,,,,,,,
0.039606575,0.037229177,,,,,,,,,,,,,,,,,,,,,
-0.325805476,0.492672198,,,,,,,,,,,,,,,,,,,,,
0.704105461,0.914533674,,,,,,,,,,,,,,,,,,,,,
0.27857392,0.82467781,,,,,,,,,,,,,,,,,,,,,
0.762333229,1.128509576,,,,,,,,,,,,,,,,,,,,,
0.434081599,0.765364774,,,,,,,,,,,,,,,,,,,,,
0.031462546,0.044437641,,,,,,,,,,,,,,,,,,,,,
-0.553889534,0.438240597,,,,,,,,,,,,,,,,,,,,,
-0.094010776,0.499000308,,,,,,,,,,,,,,,,,,,,,
-0.129525851,0.509384139,,,,,,,,,,,,,,,,,,,,,
0.829225256,0.723622169,,,,,,,,,,,,,,,,,,,,,
0.523880116,0.722129336,,,,,,,,,,,,,,,,,,,,,
-0.046926542,0.016046611,,,,,,,,,,,,,,,,,,,,,
0.100267234,0.449383611,,,,,,,,,,,,,,,,,,,,,
0.835928527,0.47941594,,,,,,,,,,,,,,,,,,,,,
1.30800151,1.126645884,,,,,,,,,,,,,,,,,,,,,
0.891435191,1.523785615,,,,,,,,,,,,,,,,,,,,,
-0.149957183,0.717480937,,,,,,,,,,,,,,,,,,,,,
-0.056291969,0.011442356,,,,,,,,,,,,,,,,,,,,,
-0.35635659,0.362692998,,,,,,,,,,,,,,,,,,,,,
0.277673455,0.88409831,,,,,,,,,,,,,,,,,,,,,
1.415729634,0.907587868,,,,,,,,,,,,,,,,,,,,,
-0.838670313,0.730875675,,,,,,,,,,,,,,,,,,,,,
-0.395644864,1.186240697,,,,,,,,,,,,,,,,,,,,,
-0.037507033,0.006795126,,,,,,,,,,,,,,,,,,,,,
-0.449390678,0.509379636,,,,,,,,,,,,,,,,,,,,,
0.655505488,0.468433969,,,,,,,,,,,,,,,,,,,,,
1.13447228,0.752666855,,,,,,,,,,,,,,,,,,,,,
0.486174037,0.560394556,,,,,,,,,,,,,,,,,,,,,
0.419214435,0.61506075,,,,,,,,,,,,,,,,,,,,,
-0.05328884,0.007784515,,,,,,,,,,,,,,,,,,,,,
-1.053237718,0.46549713,,,,,,,,,,,,,,,,,,,,,
-1.616657217,1.120346015,,,,,,,,,,,,,,,,,,,,,
-0.371341526,0.827714608,,,,,,,,,,,,,,,,,,,,,
0.071138169,0.601038579,,,,,,,,,,,,,,,,,,,,,
-0.919681838,0.857580498,,,,,,,,,,,,,,,,,,,,,
-0.148191949,0.059518739,,,,,,,,,,,,,,,,,,,,,
-0.208567744,0.181102835,,,,,,,,,,,,,,,,,,,,,
-0.748587318,0.549903899,,,,,,,,,,,,,,,,,,,,,
0.101910135,0.711272512,,,,,,,,,,,,,,,,,,,,,
0.593783052,0.676070868,,,,,,,,,,,,,,,,,,,,,
0.18864921,0.453209736,,,,,,,,,,,,,,,,,,,,,
-0.237007978,0.014937848,,,,,,,,,,,,,,,,,,,,,
-0.325432445,0.593955329,,,,,,,,,,,,,,,,,,,,,
2.049090458,0.88768502,,,,,,,,,,,,,,,,,,,,,
1.011232037,1.230891955,,,,,,,,,,,,,,,,,,,,,
-0.477119677,0.871315507,,,,,,,,,,,,,,,,,,,,,
-0.869274571,2.274959459,,,,,,,,,,,,,,,,,,,,,
-0.072031193,0.020100132,,,,,,,,,,,,,,,,,,,,,
1.587895201,0.813143265,,,,,,,,,,,,,,,,,,,,,
0.111639787,0.701250311,,,,,,,,,,,,,,,,,,,,,
0.153080441,0.922637776,,,,,,,,,,,,,,,,,,,,,
-0.568372275,0.572951022,,,,,,,,,,,,,,,,,,,,,
0.153717004,0.750675017,,,,,,,,,,,,,,,,,,,,,
-0.345973405,0.24127228,,,,,,,,,,,,,,,,,,,,,
0.454233097,0.513967279,,,,,,,,,,,,,,,,,,,,,
-0.301999643,0.390558761,,,,,,,,,,,,,,,,,,,,,
1.077676725,0.455140735,,,,,,,,,,,,,,,,,,,,,
0.07125797,0.743235027,,,,,,,,,,,,,,,,,,,,,
-0.198064317,0.375730207,,,,,,,,,,,,,,,,,,,,,
0.110964344,0.072156794,,,,,,,,,,,,,,,,,,,,,
-0.142691072,0.482927323,,,,,,,,,,,,,,,,,,,,,
-1.515153588,0.47684523,,,,,,,,,,,,,,,,,,,,,
0.27614082,0.399684743,,,,,,,,,,,,,,,,,,,,,
-0.025883729,0.358610658,,,,,,,,,,,,,,,,,,,,,
-0.357702148,0.388029949,,,,,,,,,,,,,,,,,,,,,
-1.70037706,2.32465733,,,,,,,,,,,,,,,,,,,,,
2.197236969,1.558424726,,,,,,,,,,,,,,,,,,,,,
-0.75969101,0.716431264,,,,,,,,,,,,,,,,,,,,,
-0.869649143,0.53573165,,,,,,,,,,,,,,,,,,,,,
0.44298663,0.683848627,,,,,,,,,,,,,,,,,,,,,
0.21085838,0.246636324,,,,,,,,,,,,,,,,,,,,,
-1.03784461,1.57693539,,,,,,,,,,,,,,,,,,,,,
0.478185443,0.529824234,,,,,,,,,,,,,,,,,,,,,
-0.36092283,0.615705881,,,,,,,,,,,,,,,,,,,,,
0.575227034,0.591306391,,,,,,,,,,,,,,,,,,,,,
-0.09398412,0.581471514,,,,,,,,,,,,,,,,,,,,,
0.822968395,0.66644783,,,,,,,,,,,,,,,,,,,,,
-0.203760208,0.350010955,,,,,,,,,,,,,,,,,,,,,
-1.326918803,0.841377063,,,,,,,,,,,,,,,,,,,,,
0.216473926,0.369043082,,,,,,,,,,,,,,,,,,,,,
-0.626144163,0.422238319,,,,,,,,,,,,,,,,,,,,,
-0.497689024,0.497895973,,,,,,,,,,,,,,,,,,,,,
-0.526961891,0.234750125,,,,,,,,,,,,,,,,,,,,,
0.036017566,0.014196132,,,,,,,,,,,,,,,,,,,,,
0.030466273,0.220788282,,,,,,,,,,,,,,,,,,,,,
0.947195146,0.362008688,,,,,,,,,,,,,,,,,,,,,
-0.113447159,0.350361542,,,,,,,,,,,,,,,,,,,,,
0.575965373,0.501227772,,,,,,,,,,,,,,,,,,,,,
-0.069195964,0.401561095,,,,,,,,,,,,,,,,,,,,,
-0.067421056,0.0071022,,,,,,,,,,,,,,,,,,,,,
1.054382969,0.45160961,,,,,,,,,,,,,,,,,,,,,
-0.211254333,0.229001507,,,,,,,,,,,,,,,,,,,,,
-0.760225378,0.402939358,,,,,,,,,,,,,,,,,,,,,
-0.372236033,0.313450538,,,,,,,,,,,,,,,,,,,,,
0.388626341,1.040971435,,,,,,,,,,,,,,,,,,,,,
-0.142138664,0.023816576,,,,,,,,,,,,,,,,,,,,,
-0.153298689,0.223032456,,,,,,,,,,,,,,,,,,,,,
-0.60085546,0.274978104,,,,,,,,,,,,,,,,,,,,,
0.164311421,0.361586134,,,,,,,,,,,,,,,,,,,,,
0.177776195,0.220983438,,,,,,,,,,,,,,,,,,,,,
0.360993076,0.818485636,,,,,,,,,,,,,,,,,,,,,
-0.031934161,0.005300036,,,,,,,,,,,,,,,,,,,,,
0.520621187,0.324866156,,,,,,,,,,,,,,,,,,,,,
0.237564263,0.517461991,,,,,,,,,,,,,,,,,,,,,
1.017295438,0.481559277,,,,,,,,,,,,,,,,,,,,,
0.031372268,0.446013987,,,,,,,,,,,,,,,,,,,,,
-0.466218062,0.282830444,,,,,,,,,,,,,,,,,,,,,
-0.109908931,0.026205236,,,,,,,,,,,,,,,,,,,,,
-0.166895999,0.276002887,,,,,,,,,,,,,,,,,,,,,
-0.41347609,0.199787647,,,,,,,,,,,,,,,,,,,,,
0.797371018,0.429802429,,,,,,,,,,,,,,,,,,,,,
1.045059393,0.399533619,,,,,,,,,,,,,,,,,,,,,
1.307843929,0.406225179,,,,,,,,,,,,,,,,,,,,,
-0.058878067,0.022493139,,,,,,,,,,,,,,,,,,,,,
1.77993504,2.469765157,,,,,,,,,,,,,,,,,,,,,
-0.236887036,1.342546917,,,,,,,,,,,,,,,,,,,,,
-1.871467091,1.046229213,,,,,,,,,,,,,,,,,,,,,
-0.848475983,0.643953525,,,,,,,,,,,,,,,,,,,,,
-0.561924504,0.560323084,,,,,,,,,,,,,,,,,,,,,
0.277789122,0.059260929,,,,,,,,,,,,,,,,,,,,,
0.114998386,0.395224312,,,,,,,,,,,,,,,,,,,,,
0.634122039,0.698328088,,,,,,,,,,,,,,,,,,,,,
-0.742876808,0.426502879,,,,,,,,,,,,,,,,,,,,,
