date,open,close,high,low,lg_return,volume,y_var,x_tgarch_1_1_var,y_tgarch_1_1_var,x_best_model,x_best_pred_var,x_best_alpha_1,x_best_alpha_2,x_best_beta_1,x_best_beta_2,x_best_omega,x_best_mu,x_best_nu_tgarch,x_best_gamma_gjr_1,x_best_gamma_gjr_2,y_best_model,y_best_pred_var,y_best_alpha_1,y_best_alpha_2,y_best_beta_1,y_best_beta_2,y_best_omega,y_best_mu,y_best_nu_tgarch,y_best_gamma_gjr_1,y_best_gamma_gjr_2
2017-01-06,62.35,62.84,63.15,62.04,0.8630387594012995,22359924.0,0.6546664235037029,1.010188891261884,1.0088181114645633,TGARCH_1_1,1.010188891261884,0.0,0.0,0.9856608683636646,0.0,0.013164998955097906,0.03909559051034414,4.091037138369137,0.0,0.0,TGARCH_1_1,1.0088181114645633,9.312000883590333e-14,0.0,0.9870673456191191,0.0,0.01203557320629865,0.04712689297312464,4.176929281560477,0.0,0.0
2017-01-09,62.67,62.64,63.08,62.54,-0.3187761704872813,24621963.0,0.7507551772220292,1.0269898758106641,1.2739341181479722,TGARCH_1_1,1.0269898758106641,1.7743742767194674e-14,0.0,0.9855581202657491,0.0,0.01358473289663977,0.05201067850967612,4.06362407880675,0.0,0.0,TGARCH_1_1,1.2739341181479722,0.06319928913335439,0.0,0.8949660383360998,0.0,0.0695930824901104,0.06716222352924103,3.6599415754919207,0.0,0.0
2017-01-10,62.63,62.62,63.07,62.28,-0.031933578428806314,21171153.0,0.7985198431860103,1.0063979328995218,1.3065720050764233,TGARCH_1_1,1.0063979328995218,1.8775851335961363e-16,0.0,0.9859414682207122,0.0,0.012817522905067338,0.04746998508762545,4.036571013418167,0.0,0.0,TGARCH_1_1,1.3065720050764233,0.08445118103507893,0.0,0.8663719833387512,0.0,0.0947846402822226,0.06998614679793995,3.5350650987595715,0.0,0.0
2017-01-11,62.43,63.19,63.23,62.43,0.9061344887104169,24145005.0,0.7040614508329047,0.9788768523158042,1.2284113595821382,TGARCH_1_1,0.9788768523158042,0.0,0.0,0.9864974277222386,0.0,0.011745276627946256,0.04512881927801955,3.99091447927875,0.0,0.0,TGARCH_1_1,1.2284113595821382,0.08356680053308509,0.0,0.869191986254114,0.0,0.09055877162359265,0.06637368917396255,3.5258694958583083,0.0,0.0
2017-01-12,63.0725,62.61,63.4,61.95,-0.9221051028144831,22608774.0,1.712710907473945,0.9964351478225504,1.1507852129259404,TGARCH_1_1,0.9964351478225504,0.0,0.0,0.9846733734300582,0.0,0.014159497152952272,0.05336573662759998,4.0571995321485765,0.0,0.0,TGARCH_1_1,1.1507852129259404,0.08403733059510607,0.0,0.8713367390533264,0.0,0.08621751197929145,0.0636768785032073,3.5000953586149506,0.0,0.0
2017-01-13,62.62,62.7,62.865,62.35,0.14364378816560386,23045424.0,0.8448614113842543,1.014763606666058,1.2170732140951075,TGARCH_1_1,1.014763606666058,8.167076988653659e-14,0.0,0.9831968186703386,0.0,0.016171716220396985,0.04578597858192468,4.078349929131328,0.0,0.0,TGARCH_1_1,1.2170732140951075,0.08552628916803084,0.0,0.8664114427484703,0.0,0.09537319191101766,0.07431903625205082,3.464986154079857,0.0,0.0
2017-01-17,62.655,62.53,62.7,62.03,-0.2715006059668451,23553123.0,0.9857113372704567,0.9843890057340492,1.090526715935356,TGARCH_1_1,0.9843890057340492,3.6275891247787655e-10,0.0,0.987461270796611,0.0,0.010784862081027576,0.047000063746102626,3.9201870327133466,0.0,0.0,TGARCH_1_1,1.090526715935356,0.06455493078591003,0.0,0.8884187679732013,0.0,0.07343374988949634,0.07358102834918988,3.684901586992065,0.0,0.0
2017-01-18,62.67,62.5,62.7,62.12,-0.04798848368507725,23353938.0,1.2071960644394406,0.9592706859609927,1.0376695866162573,TGARCH_1_1,0.9592706859609927,0.0,0.0,0.9879613061880677,0.0,0.00984523099367441,0.042541071416452254,3.8902469942619375,0.0,0.0,TGARCH_1_1,1.0376695866162573,0.06527724698117073,0.0,0.8896026283649401,0.0,0.07043256372428752,0.07051487791273381,3.661396429735761,0.0,0.0
2017-01-19,62.24,62.3,62.98,62.195,-0.3205130948948447,20883061.0,1.3711895397192657,0.8366323352725651,0.9814416838103616,TGARCH_1_1,0.8366323352725651,0.053150396591392805,0.0,0.9320886240214291,0.0,0.025080249143644075,0.041505383034827065,3.3936381077894633,0.0,0.0,TGARCH_1_1,0.9814416838103616,0.06759763465884559,0.0,0.8895187302747237,0.0,0.0676476935330262,0.06851491268628823,3.623017952208289,0.0,0.0
2017-01-20,62.645,62.74,62.82,62.37,0.7037776969124799,36233361.0,1.031522510165848,0.7925906558441372,0.9252779100015056,TGARCH_1_1,0.7925906558441372,0.052050590354081695,0.0,0.9329694042528651,0.0,0.023426165673261282,0.038692054856870245,3.4112275821217866,0.0,0.0,TGARCH_1_1,0.9252779100015056,0.07114611116926041,0.0,0.8883849652228084,0.0,0.06518338233399827,0.06690226147213604,3.5780243513566825,0.0,0.0
2017-01-23,62.74,62.96,63.1159,62.57,0.35004013466156775,25656731.0,1.019441166075859,0.8062133051967629,0.8789943790145346,TGARCH_1_1,0.8062133051967629,0.04244233577320389,0.0,0.9388707150711896,0.0,0.02387973831085367,0.04497711371635166,3.543183549451993,0.0,0.0,TGARCH_1_1,0.8789943790145346,0.07707976809196683,0.0,0.8825240646111557,0.0,0.06749910891894928,0.06262786581041999,3.4827958189696773,0.0,0.0
2017-01-24,63.19,63.515,63.735,62.94,0.8776494366276341,26835159.0,0.45055289618987043,0.7483533121363127,0.8712669514898626,TGARCH_1_1,0.7483533121363127,0.050702256462005435,0.0,0.9316351523356621,0.0,0.024669038904124085,0.04848025091455597,3.4849661206356375,0.0,0.0,TGARCH_1_1,0.8712669514898626,0.074833665513222,0.0,0.8832787753617627,0.0,0.06686692931060645,0.06480970132746998,3.5152772189222268,0.0,0.0
2017-01-25,63.99,63.68,64.1,63.45,0.25944430607034885,26622608.0,1.1709176311452214,0.787450282661365,0.8229790571123572,TGARCH_1_1,0.787450282661365,0.041678300754399406,0.0,0.9387642309284431,0.0,0.02433727481737173,0.056431354236763535,3.588487507391108,0.0,0.0,TGARCH_1_1,0.8229790571123572,0.0792324768497259,0.0,0.8814876091453968,0.0,0.06463123900327093,0.06135499848834302,3.4773441076099227,0.0,0.0
2017-01-26,64.1,64.27,64.535,63.55,0.922241784706719,47180281.0,14.738628449634206,0.7291956417198926,0.7741599538794022,TGARCH_1_1,0.7291956417198926,0.04876579771875084,0.0,0.9316599942147656,0.0,0.025526673594886515,0.06120085932097175,3.5380873788788185,0.0,0.0,TGARCH_1_1,0.7741599538794022,0.08439005904072498,0.0,0.8792591370048436,0.0,0.062349478080965796,0.05765202873609991,3.4382080315067527,0.0,0.0
2017-01-27,65.5,65.78,65.91,64.89,2.322288137771623,47482023.0,3.08532129401964,0.7682518212068383,0.7472334738176006,TGARCH_1_1,0.7682518212068383,0.0409816565704153,0.0,0.935665969553842,0.0,0.027561343794506345,0.06810240792767687,3.6702611460863532,0.0,0.0,TGARCH_1_1,0.7472334738176006,0.08921363673489441,0.0,0.8766533344410617,0.0,0.062491501882931594,0.05781381223867951,3.364831068318482,0.0,0.0
2017-01-30,65.56,65.13,65.79,64.8,-0.99305682026008,34254285.0,2.4943196045947995,1.0792623722691912,0.6997081244126394,TGARCH_1_1,1.0792623722691912,0.04872903667749351,0.0,0.9228590824048293,0.0,0.04291708764087934,0.07357544631455212,3.632182128774918,0.0,0.0,TGARCH_1_1,0.6997081244126394,0.10132695919983856,0.0,0.8666108380808545,0.0,0.06602580864708213,0.05511315020696894,3.2767345308869604,0.0,0.0
2017-01-31,64.88,64.65,65.15,64.26,-0.7397167340443558,27512516.0,0.999478997538094,1.1190246537158042,0.7418975776696548,TGARCH_1_1,1.1190246537158042,0.05149152195946469,0.0,0.9178683939238353,0.0,0.04753721343280228,0.06746296923096817,3.647529894075453,0.0,0.0,TGARCH_1_1,0.7418975776696548,0.0984264490500122,0.0,0.8674640284145047,0.0,0.06951567369987073,0.05177891665779176,3.2485003659780234,0.0,0.0
2017-02-01,64.36,63.58,64.62,63.47,-1.6689149735209952,42679276.0,1.3287764608243688,1.0180527631346414,0.7191089817065391,TGARCH_1_1,1.0180527631346414,0.02623192417606967,0.0,0.9504823977394798,0.0,0.028032888225412902,0.06089958062169711,3.884199893713377,0.0,0.0,TGARCH_1_1,0.7191089817065391,0.09946758894140627,0.0,0.8680509516771586,0.0,0.06708341478518215,0.04646332010855729,3.2453685903153104,0.0,0.0
2017-02-02,63.25,63.13,63.41,62.75,-0.7102863103122327,48545971.0,1.305553052593574,1.0120272030585407,0.9322643910447612,TGARCH_1_1,1.0120272030585407,1.1960455144031107e-16,0.0,0.987096194058623,0.0,0.012027973523084252,0.05266819326030434,4.156932555366747,0.0,0.0,TGARCH_1_1,0.9322643910447612,0.08721210129630026,0.0,0.8673758801441802,0.0,0.0791864823920133,0.05832033818617981,3.331009044601734,0.0,0.0
2017-02-03,63.63,63.68,63.7,63.07,0.8674449156593332,32720481.0,1.3422392962196166,1.33836348160098,1.1883937846102814,TGARCH_1_1,1.33836348160098,0.06947405908737121,0.0,0.8908312812989232,0.0,0.07168211822250714,0.05715320684722882,3.5875371236005775,0.0,0.0,TGARCH_1_1,1.1883937846102814,0.09623796937027095,0.0,0.840867018433964,0.0,0.1129160697890243,0.054146681428516016,3.3368479075302444,0.0,0.0
2017-02-06,63.51,63.64,63.65,63.14,-0.06283380665414447,21613957.0,0.8699084175560737,1.4166074236805737,1.0724932275001418,TGARCH_1_1,1.4166074236805737,0.08695567850362321,0.0,0.8611736481843001,0.0,0.10099023076034426,0.0718105136216057,3.552118952852928,0.0,0.0,TGARCH_1_1,1.0724932275001418,0.0901314007664128,0.0,0.8492548170649954,0.0,0.10111015472005723,0.05817570419508756,3.3593808251957156,0.0,0.0
2017-02-07,63.73,63.43,63.78,63.23,-0.3305267823780349,22887248.0,0.7291994131093015,1.3065720050764233,0.9919823588145853,TGARCH_1_1,1.3065720050764233,0.08445118103507893,0.0,0.8663719833387512,0.0,0.0947846402822226,0.06998614679793995,3.5350650987595715,0.0,0.0,TGARCH_1_1,0.9919823588145853,0.08808880667364562,0.0,0.8568965473473495,0.0,0.09195247651645522,0.05667092130045215,3.3357920888561647,0.0,0.0
